title,image,price,ordered,image_path,gender,material,product_type,sleeve_or_neck,color,size,style_category_x,seasonality_x,price_tier,fit,fabric_finish,pattern,details,primary_color,secondary_color,is_multicolor,image_path_cleaned,product_id,style_category_y,formality_level,color_brightness,pattern_complexity,seasonality_y,perceived_quality,trend_alignment,target_age_group,gender_presentation,visual_uniqueness,estimated_purchase_appeal
Cotton Linen Solid Color Double Pockets Shirt Army Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQw9VjqpDAtjXE8ONRFpsRf4NlP82R7IJ9y7kqSKL8S9yknyujYYUZqiBfdaQ,30.84,0,image_166,unknown,Cotton,Shirt,unknown,Army Green,L,Casual,All-Season,Mid-range,Standard,,Solid,Pocket,Army Green,,False,image\image_166,image_166,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Short Sleeve Collarless Golf Pooo Shirts (US Only) Grey / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTT07RIQjmCiUbjoGhKY_gQSMmHdiud3PcDPR8mokKHu-BAjLRGCY7l9E4Evg,28.26,0,image_167,unknown,unknown,Shirt,Short Sleeve,Grey,L,Casual,Summer,Budget,Standard,,Solid,Collar,Grey,,False,image\image_167,image_167,casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Premium Washed Shirt Army Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQVa9a1hRez2x8trrXVnqUZJCFIZ5ZtW9WKtc2eej5iq9uut7xm8f8ztGz3hF0,66.11,1,image_168,Men,unknown,Shirt,unknown,Army Green,L,Vintage,All-Season,Premium,Standard,Washed,Solid,,Army Green,,False,image\image_168,image_168,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Western Cowboy Style Cotton Shirt (US Only) White / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcR1Cc_fgtBd4MxWfgR12gFvMimsD1pY9ajIk6dI4oMa3fbownfdfKH3R7XT5yel9ALQ211i9vY,40.64,1,image_169,unknown,Cotton,Shirt,unknown,White,L,Casual,All-Season,Mid-range,Standard,,Solid,,White,,False,image\image_169,image_169,casual_shirt,4.0,5.0,1.0,autumn_winter,3.0,3.0,young_adult,masculine,2.0,3.0
Essential Muscle Fit Dress Shirt Burgundy / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSVn6lHKrYmIk_eAlguMgkg32mdpD_BbR4BubJLKk12VikiM4uz1_Lldm-JQE0,66.06,0,image_170,unknown,unknown,Shirt,unknown,Burgundy,L,Casual,All-Season,Premium,Muscle,,Solid,,Burgundy,,False,image\image_170,image_170,casual_shirt,3.0,2.0,1.0,all_season,3.0,3.0,young_adult,masculine,2.0,3.0
Casual Linen Short Sleeve Shirt Sets (US Only) Wine Red / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSXInkz5redCerWEFAhTGP-iPwcjrGMBmfGBpNRPtFoFipUrO2aTrGflnzs,44.8,0,image_171,unknown,Linen,Shirt & Shorts Set,Short Sleeve,Wine Red,L,Casual,Summer,Mid-range,Standard,,Solid,,Wine Red,,False,image\image_171,image_171,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Essential Muscle Fit Dress Shirt Grey / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQQS5N8KMtzC0JRIe0BRxI0Yru77LGfFgz6GEcWBU9NPOjbq4I2UTgEVX-vhxw,64.93,0,image_172,unknown,unknown,Shirt,unknown,Grey,L,Casual,All-Season,Premium,Muscle,,Solid,,Grey,,False,image\image_172,image_172,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Wrinkle Free Button Down Dress Shirt (US Only) Royal Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcR2xDoldzIzCAUHqMUDRjXZ1fq-jezO8xGyZlZg8BUTFdbGxatT6mYQ2JOljg,34.82,0,image_173,unknown,unknown,Shirt,unknown,Royal Blue,L,Casual,All-Season,Mid-range,Standard,,Solid,,Royal Blue,,False,image\image_173,image_173,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Linen Resort Casual Button-Down Everyday Short Sleeve Shirt Khaki / 5XL,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSizeDw52NkGVAMaMUGT6U818Nb3uPqBAT97ZHVtriYqdpCLH7psFCIqx6DmA,33.41,0,image_174,Men,Linen,Shirt,Short Sleeve,Khaki,5XL,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,Khaki,,False,image\image_174,image_174,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Velvet Shirt Wine Red / 3XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQUz8dGX0-0eM3-HUjHWQTc9-DYqSlvqZ5L_xPRY3ZOdOBtBGfKjYnx0Sm8DBc,36.22,1,image_175,Men,unknown,Shirt,unknown,Wine Red,3XL,Vintage,All-Season,Mid-range,Standard,,Solid,,Wine Red,,False,image\image_175,image_175,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Cotton Linen Style Henley Shirt (Live Only) Khaki / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQrEzrKapk1ptIEJT6G9ze7e2bgjLW1owSpE8budNa9HAzF-f7kgv3VBBg5,33.75,0,image_176,unknown,Cotton,Shirt,unknown,Khaki,L,Casual,All-Season,Mid-range,Standard,,Solid,Henley,Khaki,,False,image\image_176,image_176,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Embroidered Cowboy Button Down Shirt (US Only) Black & White / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTu9aRRrbx9Yk-7PVK8KZqgWhwfb3OKKnrz1Ry3xKMK2BdXCfLoBI7v6iUHAA,43.15,0,image_177,unknown,unknown,Shirt,unknown,Black & White,L,Casual,All-Season,Mid-range,Standard,,Embroidered,,Black,White,True,image\image_177,image_177,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Casual Texture Lapel Comfortable Short-sleeved Polo Shirt Navy / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSayo0R8RXxuSySP9HdXeinnyOFsEYdbVDsJOSNaw4y2DSL33U8ekdKCk3h,29.65,0,image_178,Men,unknown,Polo,unknown,unknown,L,Casual,All-Season,Budget,Standard,,Solid,,unknown,,False,image\image_178,image_178,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Vintage Embroidered Western Cowboy Shirt (US Only) Navy Blue / 4XL,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTtYS2tDTj6vK5V_o0DYIPkyRcL8SkbzL6XirUaIu3UlmMwWRc1ngXOqkeCblZeehBjgDlPpxw,42.0,0,image_179,unknown,unknown,Shirt,unknown,Navy Blue,4XL,Vintage,All-Season,Mid-range,Standard,,Embroidered,,Navy Blue,,False,image\image_179,image_179,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Stylish Soft 2-Piece Shirt Set White / XL,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRSh9RHDQspWooj6YItMgUvcME_M-S3H0EkhO42JDodBP3zPVgQwdq1XkYk6g,50.31,1,image_180,unknown,unknown,Shirt & Shorts Set,unknown,White,XL,Casual,All-Season,Mid-range,Standard,Soft/Luxurious,Solid,,White,,False,image\image_180,image_180,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Vintage Embroidered Western Cowboy Shirt (US Only) Light Blue / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSoDF9eq52Sa3Ml1KPGvgTo-0zSN9zrTrQZ_nNrR6nEFvc0n44q2cXs_o4SYL4ca6n9MCLbJEk,40.64,0,image_181,unknown,unknown,Shirt,unknown,Light Blue,L,Vintage,All-Season,Mid-range,Standard,,Embroidered,,Light Blue,,False,image\image_181,image_181,smart_casual_shirt,4.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Premium Washed Shirt Sky Blue / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSX3BhoWib7_mFJaMRE2c4yWhZYrudBbQkw1w7HL3gS0tjUr1EpOqqgxnuXIvU,61.38,0,image_182,Men,unknown,Shirt,unknown,Sky Blue,M,Vintage,All-Season,Premium,Standard,Washed,Solid,,Sky Blue,,False,image\image_182,image_182,casual_resort_shirt,3.0,4.0,2.0,spring_summer,4.0,4.0,young_adult,masculine,4.0,4.0
Classic Casual Button Down Cotton Linen Shirt (Us Only) Khaki / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQr79Hn2jnBGQ7UZH2lxAuOTeVl_DATP8T3KFGFQ7d7tV7ye8_qJM0zXr2f,34.56,0,image_183,unknown,Cotton,Shirt,unknown,Khaki,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Khaki,,False,image\image_183,image_183,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Pure Cotton Sports T-shirt/ Sports Shorts Shorts-Light Grey / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSes7fZWSqRnaNesNaXI625C_I1mEwDs1vYxAUM5jmf1Z-nOMc7uDzjOgwAdg,34.8,0,image_184,unknown,Cotton,T-Shirt & Shorts Set,unknown,Light Grey,L,Casual,Summer,Mid-range,Loose,,Solid,,Light Grey,,False,image\image_184,image_184,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Minimal Comfort Polo Shirt Shorts Set White / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSAqbC_hYXNHQ6g6zAqDKQjCWGYJ-zmzQAhmI0OgxwRv1lVzxolMEcBJ3Fs4Q,63.4,0,image_185,unknown,unknown,Polo & Shorts Set,unknown,White,L,Minimalist,Summer,Premium,Standard,,Solid,,White,,False,image\image_185,image_185,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Premium Washed Shirt White / 5XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRzBSgaAaUI82bsGetc6NHzyWBEQ2t20abWLqmwfo6e6AMLp7UksAZmJnZ0iQ,60.06,0,image_186,Men,unknown,Shirt,unknown,White,5XL,Vintage,All-Season,Premium,Standard,Washed,Solid,,White,,False,image\image_186,image_186,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Luxurious Touch Stretch Cotton T-Shirt White / 4XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSG39j4zeaFfcPhJBdUso4wbuF7anuKeUIdORCcLk3xz14wsudS6OYZXr-yRoE,26.06,0,image_187,Men,Cotton,T-Shirt,unknown,White,4XL,Casual,All-Season,Budget,Standard,"Stretch, Soft/Luxurious",Solid,,White,,False,image\image_187,image_187,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Striped Sweatshirt Warm Loose Lapel Peplum Long Sleeve Polo Shirt Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQ-Xmo1u3jk6JF-kKNAj35cEGX1HNkH8vJyYoXnwzQ-vYDkdCvzVcg5Bm1AXgcgsHA2YDqKMbk,31.82,1,image_188,Men,unknown,Polo,Long Sleeve,Green,L,Casual,All-Season,Mid-range,Standard,,Striped,,Green,,False,image\image_188,image_188,casual_resort_shirt,3.0,4.0,2.0,spring_summer,4.0,4.0,young_adult,masculine,3.0,4.0
Casual 100% Cotton Stand Collar Shirt White / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRzBpPuCVVyfRTlzd3FTrfc5ROoIbqiDOYK84TPGqcr1hLzODBax2zzoIzzig,28.39,0,image_189,unknown,Cotton,Shirt,unknown,White,L,Casual,All-Season,Budget,Standard,,Solid,Collar,White,,False,image\image_189,image_189,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Minimal Comfort Polo Shirt Shorts Set Khaki / XXXL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQG1HJIqZ4oqVYlSYl9-0DPnVg-Mp-F_iizIeueJRRdyNrFzYI-5qXuku8t,61.28,0,image_190,unknown,unknown,Polo & Shorts Set,unknown,Khaki,XXXL,Minimalist,Summer,Premium,Standard,,Solid,,Khaki,,False,image\image_190,image_190,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Summer Linen Shirt Purple / 5XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTzp57r12Q94vmugn3vIeyop0qFtnN8QZ92iGa5Bjyp2IvqtHMTtkJz5MUw1g,35.71,0,image_191,Men,Linen,Shirt,unknown,Purple,5XL,Casual,Summer,Mid-range,Standard,,Solid,,Purple,,False,image\image_191,image_191,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Muscle Fit Shirts (US Only) Brown / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTxQAqKwcflV51NL4NT_s8lVdHzsQU5301y3Q2a1lGQjYVAo5B2OtHQaAbEDQ,34.26,0,image_192,unknown,unknown,Shirt,unknown,Brown,L,Casual,All-Season,Mid-range,Muscle,,Solid,,Brown,,False,image\image_192,image_192,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Wrinkle Free Button Down Dress Shirt (US Only) Dark Green / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTiZ3YW1dA-SyMhlgeiNh73Tp1TfGmV2-TnUPW9Rmuuz9HrZ0PLeoFt3K2thQ,35.54,0,image_193,unknown,unknown,Shirt,unknown,Dark Green,L,Casual,All-Season,Mid-range,Standard,,Solid,,Dark Green,,False,image\image_193,image_193,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Linen Long Sleeve Shirts Purple / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQa__ks5yx9QlN5ykqFv2iGaqJaJnHcSYpYEkGkBRMNWai3bkfhocdFkWaC2Ro,34.7,0,image_194,Men,Linen,Shirt,Long Sleeve,Purple,M,Casual,Summer,Mid-range,Standard,,Solid,,Purple,,False,image\image_194,image_194,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Linen Long Sleeve Shirts Gray / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTsS6OtTdXJ64nvskMeL8Bl63WEheXsC3Xiy78MQZvWvJE3xFcT4wwo2ITc-A,34.61,0,image_195,Men,Linen,Shirt,Long Sleeve,Gray,L,Casual,Summer,Mid-range,Standard,,Solid,,Gray,,False,image\image_195,image_195,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Premium Washed Cotton Pocket Shirt Army Green / 5XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcRQpJGJ5CHvmCwU_XgIx0COMwaVUJKnAicekPwkM3D3L2jhAyZhYL20eBiiTig,60.43,0,image_196,Men,Cotton,Shirt,unknown,Army Green,5XL,Casual,All-Season,Premium,Standard,Washed,Solid,Pocket,Army Green,,False,image\image_196,image_196,smart_casual_shirt,3.0,3.0,1.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) Grey / XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcScisCco-pqI7zN-3eBINcJkqawMYDBJNhJyRf-PaY--bSNE5k5hGkAlE6eDg,51.3,0,image_197,unknown,unknown,Shirt & Shorts Set,unknown,Grey,XL,Casual,All-Season,Mid-range,Loose,,Solid,,Grey,,False,image\image_197,image_197,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Ice Silk V-Neck T-Shirt Wine Red+White+Tibetan Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTIa6mb7Fli4ntWHIPLtr9BcHLnAuy2-pTtAj7BuOnI4iniiQKyGzrwyUiqGFU,19.2,1,image_198,Men,Silk,T-Shirt,V-Neck,Wine Red & White & Blue,L,Casual,All-Season,Budget,Standard,Breathable/Thin,Solid,V-Neck,Wine Red,White,True,image\image_198,image_198,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Vintage Premium Washed Shirt Army Green / 5XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQVa9a1hRez2x8trrXVnqUZJCFIZ5ZtW9WKtc2eej5iq9uut7xm8f8ztGz3hF0,58.2,1,image_199,Men,unknown,Shirt,unknown,Army Green,5XL,Vintage,All-Season,Mid-range,Standard,Washed,Solid,,Army Green,,False,image\image_199,image_199,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Premium Washed Shirt Blue / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSvMSb-12qnF7JWZhEkd6Bnjf6zrfnHPqkmA3hHczrT_Z7VQC2UjJ-eC48sVZM,61.66,0,image_200,Men,unknown,Shirt,unknown,Blue,L,Vintage,All-Season,Premium,Standard,Washed,Solid,,Blue,,False,image\image_200,image_200,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Muscle Fit Shirts (US Only) Royal Blue / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRRWQION33Y5gRtq9z9aSeriQT1LsPJx0pUUxtTGYmn5CdLOnS1xZ2Wdtaqag,35.79,0,image_201,unknown,unknown,Shirt,unknown,Royal Blue,L,Casual,All-Season,Mid-range,Muscle,,Solid,,Royal Blue,,False,image\image_201,image_201,casual_resort_shirt,2.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,3.0
Embroidered Cowboy Button Down Shirt (US Only) Classic Wine Red / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQznZC9cWNkdqExhIy8AdaL2vVuQNlM-X8To6EGcY_112M1TRiBuXr0zPNi,42.26,0,image_202,unknown,unknown,Shirt,unknown,Wine Red,L,Vintage,All-Season,Mid-range,Standard,,Embroidered,,Wine Red,,False,image\image_202,image_202,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Men's Solid Color Linen Short Sleeve Lapel Shirt Pink / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQbYJzx_sSU2g3CYLDpiyu0onpdYWClLhsRWBIbUWDwhqBwGF1GBOCF_w9Vfnk_rQBG0_QNfHM,55.37,0,image_203,Men,Linen,Shirt,Short Sleeve,Pink,M,Casual,Summer,Mid-range,Standard,,Solid,,Pink,,False,image\image_203,image_203,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Embroidered Cowboy Button Down Shirt (US Only) Coffee / XXL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQt_-B7z8AD65Wq9nQ0vWlWeX8Hzc74zv2vswdCKyYLnIl_gP-PnyOHkFy9,43.22,0,image_204,unknown,unknown,Shirt,unknown,Coffee,XXL,Casual,All-Season,Mid-range,Standard,,Embroidered,,Coffee,,False,image\image_204,image_204,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Vintage Premium Washed Shirt Pink / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTn5zNl8PuiiDQzAIIbxFsLhEDuDFtYgLp0V0mYCJw4Tovi962GHCoFF0TIamU,57.58,1,image_205,Men,unknown,Shirt,unknown,Pink,M,Vintage,All-Season,Mid-range,Standard,Washed,Solid,,Pink,,False,image\image_205,image_205,casual_resort_shirt,3.0,4.0,2.0,spring_summer,3.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Linen Long Sleeve Shirt Pink / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRy8ajdBL7TmJpsKn2CVpUbU2-NpAWNdlUhuAE165XFv5Lx3Zn45OTCdfBqEA,37.81,0,image_206,Men,Linen,Shirt,Long Sleeve,Pink,M,Vintage,Summer,Mid-range,Standard,,Solid,,Pink,,False,image\image_206,image_206,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Cotton Knit Striped Polo Shirt Purple / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcR1ymjbtzo3MHjvRN5ulRVmya8uOF2VTLWDfeA9g2Cg2JjhhHLkRpQmVyN83g,32.94,0,image_207,Men,Cotton,Polo,unknown,Purple,L,Casual,All-Season,Mid-range,Standard,,Striped,,Purple,,False,image\image_207,image_207,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Cotton Linen Casual Long Sleeve Shirt Purple / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSzOTiaxpOpF0BkeaW7h0UcWeVJMU480yP4qAphhH4mqAcUsO7BhcahqWvf3oQ,33.06,1,image_208,Men,Cotton,Shirt,Long Sleeve,Purple,L,Casual,All-Season,Mid-range,Standard,,Solid,,Purple,,False,image\image_208,image_208,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Cotton Linen Style Henley Shirt (US Only) White / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTBaZEl_Cdig-tZvWQzLXsic9yBWEGO816T7aHscXvh5xHEU3lg0w9r-8Tyjg,33.71,0,image_209,unknown,Cotton,Shirt,unknown,White,L,Casual,All-Season,Mid-range,Standard,,Solid,Henley,White,,False,image\image_209,image_209,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
100% Cotton Henley Shirt and Shorts Set Coffee / XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSJpJ1G0CABUwGjDGh6qiJu-_7-bVTlFBHRof7NTorTxsVSn2iGbFRAA7Tk8w,52.6,0,image_210,unknown,Cotton,Shirt & Shorts Set,unknown,Coffee,XL,Casual,Summer,Mid-range,Standard,,Solid,Henley,Coffee,,False,image\image_210,image_210,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Luxurious Touch Stretch Cotton T-Shirt White / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSG39j4zeaFfcPhJBdUso4wbuF7anuKeUIdORCcLk3xz14wsudS6OYZXr-yRoE,24.53,1,image_211,Men,Cotton,T-Shirt,unknown,White,M,Casual,All-Season,Budget,Standard,"Stretch, Soft/Luxurious",Solid,,White,,False,image\image_211,image_211,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) Black / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQkoYxwXXLNfBoT79S4_xXNmuQ9E773wemzrs2v47gGGTQTSIhJLR_DKYj_-w,50.83,0,image_212,unknown,unknown,Shirt & Shorts Set,unknown,Black,L,Casual,All-Season,Mid-range,Loose,,Solid,,Black,,False,image\image_212,image_212,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Amy / 4XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcRMtTgqPeQ3SMxAEy7aObT33p5WRUVV9CJGywQpFCK0vU_Z9qbLOkK6rx1PMIc,28.43,0,image_213,Men,Cotton,T-Shirt,unknown,unknown,4XL,Casual,All-Season,Budget,Standard,"Washed, Distressed",Solid,,unknown,,False,image\image_213,image_213,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Chictango atchwork CA1 Overshirt Army Green / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTxEIu9CcPtzbdIGV5ZXlr3qLJ8XQuwkX1Fgi8EGj-VdveQIp4FchMwwv3yCLNpw4g7anNzGtk_,48.06,0,image_214,unknown,unknown,unknown,unknown,Army Green,L,Casual,All-Season,Mid-range,Standard,,Solid,,Army Green,,False,image\image_214,image_214,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Linen Long Sleeve Shirt Pink / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRy8ajdBL7TmJpsKn2CVpUbU2-NpAWNdlUhuAE165XFv5Lx3Zn45OTCdfBqEA,38.64,0,image_215,Men,Linen,Shirt,Long Sleeve,Pink,L,Vintage,Summer,Mid-range,Standard,,Solid,,Pink,,False,image\image_215,image_215,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Vintage Premium Washed Shirt White / XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRzBSgaAaUI82bsGetc6NHzyWBEQ2t20abWLqmwfo6e6AMLp7UksAZmJnZ0iQ,60.08,0,image_216,Men,unknown,Shirt,unknown,White,XL,Vintage,All-Season,Premium,Standard,Washed,Solid,,White,,False,image\image_216,image_216,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Cotton Knit Striped Polo Shirt Khaki / 4XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTWcq4ndWdcmd5HbuGsFFoamRTwoZfexkBs2vnHEY322nN3Tt0q6ryGi6pgUVA,36.06,1,image_217,Men,Cotton,Polo,unknown,Khaki,4XL,Casual,All-Season,Mid-range,Standard,,Striped,,Khaki,,False,image\image_217,image_217,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Long Sleeve Button Down Shirt Army Green / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcRb6T2Aw_5iM_mO-Ccq_47rlVzP4_u1OBX_BSh6m68d-326PlCpYrlgCR6m,30.44,1,image_218,unknown,unknown,Shirt,Long Sleeve,Army Green,L,Casual,All-Season,Mid-range,Standard,,Solid,,Army Green,,False,image\image_218,image_218,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Summer Solid Color Comfortable V-neck Short-sleeved T-shirt Blue / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQ1q8TnS-AL-TwK4AYKYMAUkCQEMvGN37HF2trdcXrLploUP0eHmbS3ZufEcA,18.86,0,image_219,Men,unknown,T-Shirt,V-Neck,Blue,L,Casual,All-Season,Budget,Standard,,Solid,V-Neck,Blue,,False,image\image_219,image_219,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Plaid Collar Summer Shirt Purple / 5XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQtlANvBpA0wke0dxgkMhPldwHEk7NQsex2SB6VTPgNgPHuiGzfikRqG91jnc4,36.99,0,image_220,Men,unknown,Shirt,unknown,Purple,5XL,Casual,All-Season,Mid-range,Standard,,Solid,Collar,Purple,,False,image\image_220,image_220,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
